text,created_at,author/followers_count,author/screen_name
RT @BarackObama: Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31 http://t.co/lWFpTtCdWs,1395328424,117,bieber_antho
"I could have fun with this MT @BarackObama: Tomorrow, share your own #TBT ""life happens"" photos http://t.co/44q4J9cV17",1395328411,10557,amylutz4
RT @BarackObama: Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31 http://t.co/lWFpTtCdWs,1395328246,497,wangersays
RT @BenLaBolt: Awesome MT @BarackObama Always to the point MT @ChicagosMayor: Because #LifeHappens #GetCoveredNow. Deadline is 3/31 http://…,1395328152,749,skywaterblue
"ESPN twice, Between Two Ferns, Ellen, The View.  Meanwhile in Ukraine, Russia, Iran, Venezuela MT @SarahSpain @BarackObama joins @ESPN_Colin",1395328026,82,BrandonStahl1
RT @BarackObama: Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31 http://t.co/lWFpTtCdWs,1395326967,472,nprobst
RT @BarackObama: Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31 http://t.co/lWFpTtCdWs,1395326613,1,chinpoko_rando
RT @BarackObama: Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31 http://t.co/lWFpTtCdWs,1395325687,35,ProvisoMH
RT @BarackObama: Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31 http://t.co/lWFpTtCdWs,1395325319,25,morrisonpeter26
RT @BarackObama: Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31 http://t.co/lWFpTtCdWs,1395323595,505,LisaKBromley
RT @BarackObama: Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31 http://t.co/lWFpTtCdWs,1395323308,1438,JTSTheHill
RT @BarackObama: Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31 http://t.co/lWFpTtCdWs,1395323193,173,BOM952512
RT @BarackObama: Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31 http://t.co/lWFpTtCdWs,1395323162,33,AdilahBrodie
RT @BarackObama: Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31 http://t.co/lWFpTtCdWs,1395322839,458,MSAngelaRoman
RT @Only4RM: WELP! RT @BarackObama Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31 http://t.…,1395322806,126,nemyheartsmanga
RT @BarackObama: Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31 http://t.co/lWFpTtCdWs,1395322678,10496,AboyArianator_
RT @Only4RM: WELP! RT @BarackObama Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31 http://t.…,1395322655,112,JGili74
RT @barbieangell: i haven't heard anything about @SteveMartinToGo coming to my art &amp; poetry show tonite....i can only assume he's become an…,1395347728,1159,citizenthymes
RT @SteveMartinToGo: I'm now expected to believe that tomorrow's 40 degrees is warm.,1395347136,605,NURGLEAVEST5
"RT @Scott_Flowerss: @SteveMartinToGo was told I was just as good as you at playing Orin in Little Shop of Horrors today, feeling proud!☺️ h…",1395346466,99,mollycraig_
RT @SteveMartinToGo: Weather app says it's 88 but feels like 85. Confusing abounds; I'm running around the yard.,1395346165,663,TabithaLuuv
RT @Boofordfalcon: @BanjoHfuhruhur @jaz_zander @disney_frump @SteveMartinToGo @BanjoPope I would check his hands and feet to see if that mo…,1395344106,841,BanjoHfuhruhur
RT @disney_frump: So much sass @SteveMartinToGo http://t.co/Ra6I3w9ySN,1395342811,841,BanjoHfuhruhur
RT @WMHTPubMedia: .@GPerfPBS brings you @SteveMartinToGo on the banjo with @SteepCanyon and vocals by @ediebrickell tonight at 8 http://t.c…,1395341015,3356,GPerfPBS
RT @MintMilana: This guy is so cool. “@SteveMartinToGo: Now tweeting from an unknown location. http://t.co/8oCzdycz0x”,1395339667,507,num1cboysfn
RT @SteveMartinToGo: Temperature fluctuating wildly between 80 and 81 requires constant maintenence of ice cubes in tea. Tiresome.,1395337171,61,ToomuchHaley4u
RT @globetrekpro: @SteveMartinToGo would you shoot an episode of our Busking series for @Dallas_Observer when you and @ediebrickell play Me…,1395334592,49340,Dallas_Observer
@SteveMartinToGo Tomorrow is World Down Syndrome Day ! 21.03 Please RT !!! #WDSD #LotsOfSocks,1395334434,393,IvoSzy
@SteveMartinToGo King Tut has landed the highly coveted Song of the Week spot over at http://t.co/mYrXgPtQyS Please RT,1395334244,67,lastwordonearth
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395334168,17,RRoseland
"RT @SteveMartinToGo: Great scene, right? RT @Rhoda_:  Were you the one that accidentally got stepped on by the pair of elephants?",1395334137,17,RRoseland
RT @SteveMartinToGo: Zebra 3? Two by two. RT @rosenbmp:  that was you?? I was zebra no. 3.  Not a great part.,1395334131,17,RRoseland
"RT @SteveMartinToGo: Hope you enjoy my ""ant"" role in Noah.",1395334123,17,RRoseland
@SteveMartinToGo King Tut has nabbed the highly coveted Song of the Week spot over at http://t.co/4EGupZjR2v Please RT,1395334109,24,bobspartacus
RT @BanjoHfuhruhur: @jaz_zander @BanjoPope @SteveMartinToGo The old jokes are still the best...!!!,1395333172,31,Boofordfalcon
RT @RobertWilonsky: .@ediebrickell has a show in August next to her high school with banjo player @SteveMartinToGo http://t.co/l4B1w4WWcy h…,1395332978,21,Jeffnewman72
"RT @SteveMartinToGo: Hope you enjoy my ""ant"" role in Noah.",1395332078,73,brodavid1969
RT @SteveMartinToGo: Temperature fluctuating wildly between 80 and 81 requires constant maintenence of ice cubes in tea. Tiresome.,1395330859,830,bizcoachrob
"RT @SteveMartinToGo: Too many ice cubes in ice tea while sitting under tree ruins warm, clear day.",1395330850,830,bizcoachrob
RT @SteveMartinToGo: Have found a tree to sit under and if the temperature were 1 degree either side of what it is I would be happy.,1395330844,830,bizcoachrob
RT @SteveMartinToGo: It's 82 degrees where I am. I'm no longer cold. I'm hot. Too hot. I wish I were cold again.,1395330834,830,bizcoachrob
RT @SteveMartinToGo: Just saw the Steep Canyon Rangers at the Mountain Song Festival. I had no idea they took other jobs. What the ???,1395327457,214,aMANinMANHATTAN
Thank you Steven. RT @SteveMartinToGo I endorse @extramediumAlex. He taught me everything I know about humor and life.,1395327347,154,extramediumAlex
RT @SteveMartinToGo: It's in the antennae RT @kfayal: I knew it was you before the credits ran!  #TheBoov #CaptainSmek,1395325466,231,zarnikyawhtin1
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395319360,8,jspogge
RT @SteveMartinToGo: And here is the teaser on Buzzfeed! http://t.co/0BYamBjE4E,1395317078,463,RedHeadRegena
RT @SteveMartinToGo: And here is the teaser on Buzzfeed! http://t.co/0BYamBjE4E,1395315779,17,lsmona
"“@SteveMartinToGo: RT @theAgent_Z: Also, zebras bleed chocolate gravy, correct?” Mmm, zebra gravy.",1395312398,36,never2normal
"RT @SteveMartinToGo: Delighted to link you up to a teaser for a film I'm performing in this fall. ""Home,"" from Dreamworks. https://t.co/OBJ…",1395311018,22,chenkochan
"RT @SteveMartinToGo: If you're as excited as I am, then you're not very excited.",1395307650,76,aka_Los
RT @rounderrecords: Available today! @SteveMartinToGo and @SteepCanyon featuring @ediebrickell LIVE. Get yours now. http://t.co/ZgRD5aPPgD,1395307132,36,sivery2
"RT @SteveMartinToGo: Delighted to link you up to a teaser for a film I'm performing in this fall. ""Home,"" from Dreamworks. https://t.co/OBJ…",1395302217,90,gerda18
"RT @SteveMartinToGo: Hope you enjoy my ""ant"" role in Noah.",1395295870,19,Rosie_Fea
RT @SteveMartinToGo: Now tweeting from an unknown location. http://t.co/z07VdB4TJE,1395295834,43,burnsgo
"RT @SteveMartinToGo: Hope you enjoy my ""ant"" role in Noah.",1395294846,45,shmcgeee
RT @SteveMartinToGo: It's in the antennae RT @kfayal: I knew it was you before the credits ran!  #TheBoov #CaptainSmek,1395290802,232,RomeshNadir
"RT @BanjoPope: While on the run after killing a dashing &amp; daring cowboy in El Paso, @SteveMartinToGo bums a cigarette off my uncle. http://…",1395290657,513,secretkauaigirl
"RT @jacksonshrout: Happy 92nd birthday to the great @carlreiner. ""The Jerk"" is a comedy classic and features one of @SteveMartinToGo's best…",1395290271,13,BrokenMedia8
RT @nerdist: POINTS! (why not take ALL of them) RT @Matuck: The put Edwina Back in Bowl Game #RejectedBowlGames http://t.co/iEAHsul8FZ @Ste…,1395289981,274,WhittenWill
"RT @BanjoPope: While on the run after killing a dashing &amp; daring cowboy in El Paso, @SteveMartinToGo bums a cigarette off my uncle. http://…",1395287697,47,ritanarnold
RT @SteveMartinToGo: I really enjoyed winning an Oscar while being home.,1395287186,7,Mush136
"RT @SteveMartinToGo: Oscar earned after the fact. RT @ryandfletcher:  Shame that your fine ""in pants"" work was so easily mistaken for Noah …",1395287159,4,lexitolamarch
"RT @GballzDotCom: #ImadePENNbad and so can ***YOU***
@pennjillette @EmilyJillette @ConanOBrien @SteveMartinToGo http://t.co/mbMbOPuHR7",1395286166,14165,EmilyJillette
RT @carbonconcepts: @Sethrogen @sucrelyn You're becoming @SteveMartinToGo .,1395284994,529,sucrelyn
"RT @BanjoPope: While on the run after killing a dashing &amp; daring cowboy in El Paso, @SteveMartinToGo bums a cigarette off my uncle. http://…",1395284593,62,frags2
"@SteveMartinToGo RT @dailyrecord: Deer known as 'Steve Martin', with arrow removed from face last year, reappears http://t.co/xJvScX9jz1",1395283315,190,umequivocal
"RT @SteveMartinToGo: Hope you enjoy my ""ant"" role in Noah.",1395283143,943,cydnizoi
"RT @SteveMartinToGo: Hope you enjoy my ""ant"" role in Noah.",1395283115,1564,SenorManagement
RT @fringebutterfly: “@BillCorbett: It's EVE Martin not STEVE Martin” @SteveMartinToGo,1395282596,893,michael1701
"RT @SteveMartinToGo: I love this version, too, but try fitting his name inRT @TrumpsPiehoLe: @SteveMartinToGo And Israel Kamakawiwo'ole.  h…",1395281802,8,TrevorKeith19
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395281522,237,markruss
RT @BanjoHfuhruhur: @MJMcKean @SteveMartinToGo …Plucking chickens in a KFC factory with Fisher Stevens!!!!! #SteveMartinMovieJinx http://t.…,1395280794,118335,alhanda
RT @SteveMartinToGo: It's in the antennae RT @kfayal: I knew it was you before the credits ran!  #TheBoov #CaptainSmek,1395280626,544,noodaii
RT @SteveMartinToGo: It's in the antennae RT @kfayal: I knew it was you before the credits ran!  #TheBoov #CaptainSmek,1395280249,136760,raehanbobby
RT @BanjoHfuhruhur: @BanjoPope @SteveMartinToGo Or like this? http://t.co/uqqGcrGHid,1395280062,40,Fezz2U
"RT @SteveMartinToGo: Delighted to link you up to a teaser for a film I'm performing in this fall. ""Home,"" from Dreamworks. https://t.co/OBJ…",1395280042,374,MidwestMMaven
"RT @SteveMartinToGo: Hope you enjoy my ""ant"" role in Noah.",1395277927,6758,Mommyfriend
"RT @ThirteenNY: Apparently, comedy and bluegrass go together like peanut butter and jelly: http://t.co/7mjy4Znldx via @gperfpbs @SteveMarti…",1395277578,3356,GPerfPBS
"RT @SteveMartinToGo: Hope you enjoy my ""ant"" role in Noah.",1395276850,43,StuffDannSays
"RT @SteveMartinToGo: Hope you enjoy my ""ant"" role in Noah.",1395275974,6,BirdDogOfPray
"RT @barbieangell: &amp; i'm sure @SteveMartinToGo would support @hopicecream for #WalkAMileAvl.... don't you want to be like Steve?
; )
https:/…",1395273826,260,CopperFishMetal
"RT @SirCliveOwen: But he was a Special Agent in @SteveMartinToGo 's ""Pink Panther""  http://t.co/mqUBZH7DKW #Clive #CliveOwen #Bond #jamesbo…",1395273218,466,AidaM7
RT @SteveMartinToGo: It's in the antennae RT @kfayal: I knew it was you before the credits ran!  #TheBoov #CaptainSmek,1395273083,828,aoleontmg
RT @SteveMartinToGo: How do people become so classy at such a young age?,1395270471,151,IamEarnmoney
RT @julieseabaugh: Still freaked by how much @carolleifer's new book resonates with me. Best practical advice since @SteveMartinToGo's #Bor…,1395270121,5438,carolleifer
"RT @ptarkkonen: ""Be so good they cannot ignore you.""  -Steve Martin @stevemartintogo #quote",1395269775,464,HalehMoravej
RT @georgelopez: @RobsRamblins @SteveMartinToGo @kathygriffin @missjennlyon what day did Steve Martin fall out ?,1395269390,3139,ConstancioSlays
"RT @SteveMartinToGo: Hope you enjoy my ""ant"" role in Noah.",1395269210,33,hopeemery
"RT @barbieangell: i'm sure if @SteveMartinToGo could, he'd be at my @TheHopWest show, because it benefits @OurVOICEnc &amp; #WalkAMileAvl...he'…",1395268954,441,SmashEventsInc
RT @SteveMartinToGo: In just 8 hours we will be onstage and this beautiful lawn will be covered with 5000 people booing. http://t.co/cXMMNW…,1395267242,44,MCDANICS
RT @SteveMartinToGo: Why is the band making fun of my clothes? http://t.co/gVeAILXJ0U,1395267230,44,MCDANICS
RT @SteveMartinToGo: Seconds before show in Omaha. @ediebrickell and @SteepCanyon http://t.co/1YouOreDpz,1395267223,44,MCDANICS
"RT @SteveMartinToGo: Some nights, I can't believe where we are playing. Chicago Theatre. http://t.co/hAULma8Awr",1395267204,44,MCDANICS
"RT @SteveMartinToGo: Dang, another small turnout. http://t.co/RjB3GYH2xA",1395267162,44,MCDANICS
"RT @SteveMartinToGo: Backstage with Conan rehearsing a ""comedy bit"" for tonight. @ConanOBrien @SteepCanyon @ediebrickell http://t.co/2uRCeV…",1395267154,44,MCDANICS
"RT @SteveMartinToGo: Here's a photo I don't know. In case you think I'm a newbie on the banjo. ""@__013
Love the coffeehouse Steve. http://t…",1395267133,44,MCDANICS
RT @SteveMartinToGo: That's standing in. RT @belafleckbanjo:  @SteveMartinToGo sits in w/ @abigailwashburn and me at #MountainSongFestival …,1395267076,44,MCDANICS
RT @SteveMartinToGo: Two perfect cocktails. http://t.co/m5eLWF58fh,1395267054,44,MCDANICS
RT @SteveMartinToGo: Working with Jim Parsons today and we are about to meet Obama. Hoping to become a federal judge! http://t.co/Xv8Bq7cqpT,1395267046,44,MCDANICS
RT @SteveMartinToGo: I did not want to pass along my cold. RT @MagicZoetrope: .  elbow bumps @BarackObama   —&gt;  http://t.co/IQZilqqbQ0,1395267028,44,MCDANICS
RT @SteveMartinToGo: Now tweeting from an unknown location. http://t.co/z07VdB4TJE,1395267005,44,MCDANICS
RT @SteveMartinToGo: I love asking Parisians if they would mind taking my photo! http://t.co/sRvkdOcrIf,1395266996,44,MCDANICS
"RT @SteveMartinToGo: W/ Paula Zahn, after interview for PBS's upcoming Great Performances with @SteepCanyon and @ediebrickell. http://t.co/…",1395266983,44,MCDANICS
"RT @SteveMartinToGo: Wow! Still exciting after all these years. Grammy for best Americana Song, with @ediebrickell http://t.co/8YAzIzVwIv",1395266970,44,MCDANICS
"RT @SteveMartinToGo: Pete Seeger at 90, taken by my friend Tony Trischka. http://t.co/V3b5w7O6HQ",1395266956,44,MCDANICS
RT @SteveMartinToGo: So proud! http://t.co/0pAXJI65qE,1395266931,44,MCDANICS
"RT @SteveMartinToGo: Got to spend some alone time with Jackson Pollock's masterpiece ""Mural.""   The painting won. http://t.co/dn3AJ8t3Tc",1395266908,44,MCDANICS
"RT @SteveMartinToGo: We are playing this beautiful theatre in Stockton, CA, tonight. Just playing the ticket booth, though. http://t.co/wpj…",1395266891,44,MCDANICS
"RT @barbieangell: lastly, i'm sure that @SteveMartinToGo is about to ask me to stop posting hypothetical tweets which mention him.... &amp; so …",1395266501,335,FortKnoxFox
"RT @SteveMartinToGo: Hope you enjoy my ""ant"" role in Noah.",1395265506,23,pamelanlsn
"RT @SteveMartinToGo: Delighted to link you up to a teaser for a film I'm performing in this fall. ""Home,"" from Dreamworks. https://t.co/OBJ…",1395265148,68860,CaRenata
RT @SteveMartinToGo: It's 82 degrees where I am. I'm no longer cold. I'm hot. Too hot. I wish I were cold again.,1395265091,64,nancychatter
"RT @emilyhughston: @SteveMartinToGo, my pal @ElyseBrandau painted you ironing a kitten. It's as delightful as it is cruel! http://t.co/mJxC…",1395264834,199,ElyseBrandau
RT @nancy_gotradio: New AMA chart: @CarlooneyCarter most added/debut at #34; @SteveMartinToGo debut #20; @rosannecash #1 - all on @gotradio…,1395264501,823,gotradio
RT @EventfulCapital: JUST ANNOUNCED: @OttawaJazz 14 to feature headliners @EarthWindFire @BenHarper @SteveMartinToGo @HypnoticBrass + more …,1395264210,682,ATheRealist
"RT @SteveMartinToGo: Oscar earned after the fact. RT @ryandfletcher:  Shame that your fine ""in pants"" work was so easily mistaken for Noah …",1395262636,21,nlbornandraised
"RT @SteveMartinToGo: Dung beetle hilarious as the ""loser"" comedy part. RT @BanjoPope: 

As a dung beetle, I may have played the most essent…",1395262460,90,realgonzoid
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395334168,17,RRoseland
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395319360,8,jspogge
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395281522,237,markruss
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395262451,90,realgonzoid
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395251687,9,ERIKdPETERSEN
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395232883,25,abovethe45
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395206064,27,grove_pat
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395205494,81,saggiori
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395204489,300,LarryCox6
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395204337,0,BenderPotatoes
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395202852,784,trulyfun360
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395202004,1473,Oldlady12345
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395200887,34,GPRuleman
"Do you do your own stunts? MT “@SteveMartinToGo: Great scene, right? @Rhoda_:  Were you the one that got stepped on by pair of elephants?”",1395200436,102,AtotheKiss
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395200368,76,DeniseAdkins11
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395200350,132,Dallasx06
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395200315,283,really_Ruby
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395200308,908,danieldosramos5
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395200211,353,bokonon07
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395200042,257,gwendolbowling
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395199831,8,AshleyofOz
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395199787,128,pierreharley101
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395199694,604,heatherj750
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395199625,61,cathyalicejohn
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395199591,678,UnclePimpin1
RT @SteveMartinToGo: Reread original text. MT @Juicedog23:  I thought it was weird that one fire ant dropped grasshopper and tried to start…,1395199570,397,Nick_Zen
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395197899,351,AnnieBBBB
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395197200,3,enicholls85
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395186274,3,MissGn0mer
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395183007,4,mybossthough
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395176935,6,ginaclairehotma
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395171205,13,MonaB1970
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395160866,4,huh_wha_
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395160682,11,Juliettescg007
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395155585,289,sexwithmyself
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395155186,6,swankyshark1979
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395151847,54,kevbar1977
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395151112,448,bjmlho
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395148083,3,PottserJohn
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395138196,20,following_Gigi
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395130614,103,raylexkay
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395119943,593,thom2805
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395115408,45,vcboston
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395113261,22,DiogoCasquilho1
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395113111,1289,yarnmaniac
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395112178,2,StephenWill2
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395106047,6,feldhake_kim
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395105554,21,meeksmeegan
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395104835,12,hashtag1dmom
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395102709,148,fringebutterfly
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395101481,17,OliviaRBurton
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395100761,380,nat_balanza
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395100052,25,fingo88
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395094762,42,alexanderjbond
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395094191,11,FeckerJack
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395093919,122,NancyNoone1
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395093840,15,leah1106
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395093643,42,SherryOwens13
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395092152,63,MrCoolLooking75
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395091835,11,KDsBlackLabel
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395091563,281,benittto10
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395091428,5555,Favstar250
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395091419,29,CitizenBitch
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395091264,20,RuinsAll
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395091245,1270,akaTheNerd
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395091112,31,NinjaneerSir
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395091043,6,rcarbone1214
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395090938,7,dannyinwaco
"Steve, do more Man With Two Brains references! .... ""That was so .... professional."" MT @SteveMartinToGo Get that cat outta here!",1395090650,692,chrisreed99
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395090142,50,NotEasyBNGreen
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395090047,143,GarrenBlovedr
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395090040,740,StillSusan
