text,created_at,author/followers_count,author/screen_name
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395090032,30,62jerseygirl
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395090029,22,austincrft
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395089813,17,jbowman2552
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395089739,109,fabspam
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395089648,62,mrczarvox
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395089293,76,JohnBurwell3
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395089010,53,LinskMinyk212
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395088961,4,SC937_0176CEC
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395088805,31,MrJones60202
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395088725,91,jimmy5ive
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395088639,6,WolfWolfshield
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395088599,33,sarah45529022
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395088273,25,MalexGadd
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395088118,102,JporterfieldA
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395087981,7,Gorylori
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395087664,8,DFGoonerFK8
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395087595,19,barncoren
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395087565,44,McJuggernaut
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395087559,1,CiiiuTup
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395087498,67,IassenMichev
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395087395,16,lasky0
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395087353,139,heels99
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395087331,169,zorro311br
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395087322,685,Disney_StarWars
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395087093,14,Courtneyblue46
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395087047,196,joshuaclerner
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395086881,146,StephenHarakis
RT @SteveMartinToGo: Get that cat outta here! MT @carlreiner: I am scheduled to have a cat scan. I tell the doctor that I have never owned …,1395086816,10,ranierampersaud
RT @Kelar71: @David_Cameron has just heard about Grant Shapps trying to be clever again. #torybingo #Budget2014 http://t.co/10xEtraFVm,1395348380,491,cristinaprkr
RT @MizzaaB: @David_Cameron #WHATTHEFOX http://t.co/Z3SEL2XCQK,1395348079,210,elliemerrett
RT @roguecroce: Lord #Tebbit: #Axe @David_Cameron before General #Election http://t.co/aVoPgqA8dO,1395348026,777,Alan_199
RT @1matthewwright1: @Muttfan @B_balou @David_Cameron GA said in his recent interview the case will be resolved when there is the political…,1395348021,535,Muttfan
RT @Saggydaddy: Why are @David_Cameron are @George_Osborne so keen on Fracking. Hmm I wonder #Newsnight http://t.co/oZWsIKONax,1395347899,3554,ManUtdSince1965
"RT @Muttfan: @David_Cameron please don't interfere with the #McCann case again,  the UK Government has done enough damage already",1395347760,255,mariaccnr
RT @1matthewwright1: @Muttfan @B_balou @David_Cameron GA said in his recent interview the case will be resolved when there is the political…,1395347758,206,B_balou
RT @David_Cameron: Tough interview with @JKCorden who is guest editor of @TheSunNewspaper for @sportrelief - read all about it tomorrow. ht…,1395347732,9,donnampb
RT @woodenfishjim: @Saggydaddy   Why are @David_Cameron are @George_Osborne so keen on Fracking. Hmm I wonder #Newsnight http://t.co/TyCo2d…,1395347730,2844,Seanmufc77
RT @Kevdoolan73: @David_Cameron @JKCorden  @sportrelief I would rather stick pins on my eyes than read that toilet paper #JFT96,1395347714,561,The_Modhvadia
"RT @stegley_80: THE most twattish tweet ever ""@David_Cameron: Tough interview with @JKCorden who is guest editor of @TheSunNewspaper for @s…",1395347708,1210,JoDickoLFC
"RT @Muttfan: @David_Cameron please don't interfere with the #McCann case again,  the UK Government has done enough damage already",1395347569,1378,w_nicht
RT @cshallwriter: Think this was supposed to be a DM. RT @David_Cameron WHEEEEY GEORGEY MINE'S A SNAKEBITE AND WHISKY CHASER GET EM IN,1395347495,415,imdrxuhl
"RT @Muttfan: @David_Cameron please don't interfere with the #McCann case again,  the UK Government has done enough damage already",1395347491,206,B_balou
"RT @AnjumKiani: Dear @BarackObama &amp; @David_Cameron, India is also illegally occuping Kashmir for the last 66 years against UN resolutions. …",1395347323,198,Woldeselassie1
RT @GreenpeaceUK: Flood waters causing a stir at #drowningstreet today. C'mon @david_cameron - get tough at today’s climate talks. http://t…,1395347301,393,gavindjharper
RT @robertdion1: @David_Cameron #WhatTheFox http://t.co/7PYzS0KQW9,1395347146,89,hertsengland
RT @ChateauDeCalley: @David_Cameron look how sad my dog is. #WhatTheFox ? http://t.co/uEkznyrejc,1395347121,89,hertsengland
RT @GreenpeaceUK: BREAKING: No. 10 hit by flood waters. Will @David_Cameron now get serious at today's climate talks? #DrowningStreet http:…,1395347029,116,aaronjones01
"RT @gmjones73: @David_Cameron 
#torybingo 
55 bankers still thrive
23 food bank for tea
44 mock the poor
28 don’t tax your mates
64 bailiff…",1395346917,9,WhatsYourViews
RT @spartacus303: LOOK | Its Daves #BullshitBingo | #wildlifecrime | @David_Cameron @George_Osborne | http://t.co/9a98o243Fo,1395346893,294,GrapeVigne
RT @MangMonty: “@DavidTaboada1: Apa @David_Cameron #WhatTheFox? http://t.co/h8NLlKx7Q9” @fleetstreetfox,1395346623,320,AleixD97
RT @SirPatStew: .@robdelaney @David_Cameron @BarackObama I'm now patched in as well. Sorry for the delay. http://t.co/elLQcKcV3w,1395346510,3348,ianatmars
RT @pab10h: What Russia has done with Crimea is what the UK should do with #Gibraltar once and for all @WilliamJHague @David_Cameron. Start…,1395346053,1357,federicajimene1
"RT @BangDingOwww: Pursuing a Forward-Looking Relationship btwn Japan ＆ the Republic of Korea
http://t.co/fapHj6qPbZ
@David_Cameron @fhollan…",1395346014,1646,aquayuni
RT @spartacus303: LOOK | Its Daves #BullshitBingo | #wildlifecrime | @David_Cameron @George_Osborne | http://t.co/9a98o243Fo,1395345993,397,7298571259781
RT @HuntSabs: #whatthefox does @david_cameron think he's upto playing #torybingo with wildlife? http://t.co/U3IrxlZECy http://t.co/iw6Aiaoc…,1395345807,448,AlanLeeArtist
RT @MattChorley: Hope first question was about putting those chairs with that carpet RT: @David_Cameron Tough interview with @JKCorden http…,1395345798,7,ErdmuteD
RT @HuntSabs: #whatthefox does @david_cameron think he's upto playing #torybingo with wildlife? http://t.co/U3IrxlZECy http://t.co/iw6Aiaoc…,1395345737,868,brockdeb
RT @jimmymilner78: @David_Cameron Hi David. I'm thinking of visiting #DiegoGarcia for my holidays. Is there a direct flight from Malaysia d…,1395345736,3496,GaeMar01
"RT @Emma_Goodrich: @David_Cameron @RufusHound David, David, David.
You shouldn't lie you know.
#fullofcrap http://t.co/trlg8Y21F0",1395345580,41,Ethel_Spiggot
RT @snook1111pie: @IWILLNOTGOAWAY @itvnews Brilliant isn't Deborah ? Nero fiddles while Rome burns ! #mccann @David_Cameron,1395345414,1323,IWILLNOTGOAWAY
"RT @Sophia_Isobell: @David_Cameron Just because something is a tradition, doesn't mean it's right. #WhatTheFox? http://t.co/33K3mWhSyZ",1395345365,112,BookwormGirly
RT @DavidTaboada1: Apa @David_Cameron #WhatTheFox? http://t.co/XvaGLMHUkk,1395345361,112,BookwormGirly
RT @joehanlon23: @BenClink @MattPrice2411 @jonnyhall44 So excited yet so scared #APOCOLASH2k14 @rihanna @David_Cameron @Tyson_Fury @BigJohn…,1395345330,226,MattPrice2411
RT @David_Cameron: Find out what #Budget2014 means for you and your family by answering a few simple questions at http://t.co/GsNmHX4nph ht…,1395345269,37,Law_Asc
"RT @demindblower: ""@Hugh_Amye: @David_Cameron Share The Facts
Conservative""BINGO""Party http://t.co/1AIhpZEifp""",1395345108,219,HoJuMaNa
"RT @gmjones73: @David_Cameron 
#torybingo 
55 bankers still thrive
23 food bank for tea
44 mock the poor
28 don’t tax your mates
64 bailiff…",1395344650,13,taezali51
"RT @AndyGilder: Local Government pay rise offer - 1%
PWC predict UK inflation 2014 - 2.6%

Wages still ""not falling in real terms"", @David_…",1395344617,105,Charisma_Effect
RT @MangMonty: “@DavidTaboada1: Apa @David_Cameron #WhatTheFox? http://t.co/h8NLlKx7Q9” @fleetstreetfox,1395344558,451,DavidTaboada1
RT @David_Cameron: Tough interview with @JKCorden who is guest editor of @TheSunNewspaper for @sportrelief - read all about it tomorrow. ht…,1395344538,39,TimPakenham
RT @leonard11110: @David_Cameron The Scot asked 4 independence &amp; you know it will happen as the Scottish wants it! NOW BIAFRA also wants it…,1395344450,80,ofoma3
RT @leonard11110: @David_Cameron #Indigenous ppl ve D right 2 self-determination. By virtue of that right they freely determine their polit…,1395344416,80,ofoma3
RT @leonard11110: @David_Cameron #Indigenous ppl ve D right 2 self-determination. By virtue of that right they freely determine their polit…,1395344309,80,ofoma3
RT @leonard11110: @David_Cameron The Scot asked 4 independence &amp; you know it will happen as the Scottish wants it! NOW BIAFRA also wants it…,1395344297,80,ofoma3
RT @leonard11110: @David_Cameron The Scot asked 4 independence &amp; you know it will happen as the Scottish wants it! NOW BIAFRA also wants its,1395344296,80,ofoma3
"RT @TheVisFor: @David_Cameron come on, answer @KerryMP we're waiting to hear you try and justify murder...#WhatTheFox http://t.co/sW1N7lG54J",1395344226,451,tinamharley
"RT @RajaAlthaibani: @David_Cameron @BarackObama  Yo cameron, while you're at it, can you ask about #Syria?  #سوريا #davecalls http://t.co/b…",1395344036,2,SuhaibAlJabir
RT @SirPatStew: .@robdelaney @David_Cameron @BarackObama I'm now patched in as well. Sorry for the delay. http://t.co/elLQcKcV3w,1395344015,184,rowanniamh
RT @David_Cameron: Find out what #Budget2014 means for you and your family by answering a few simple questions at http://t.co/GsNmHX4nph ht…,1395343978,838,ashtommo_
RT @David_Cameron: Tough interview with @JKCorden who is guest editor of @TheSunNewspaper for @sportrelief - read all about it tomorrow. ht…,1395343951,17,PamelaPotterton
RT @JSinghF: @TheSimonJordan @bobthehuskyman @David_Cameron This is the type of Fox hunting I can support Fox is doing the hunting http://t…,1395343893,25165,rudskiapps
RT @LeagueJoe: #WhatTheFox? @David_Cameron Do not bring back hunting by the back door - I oppose any amendment to the Hunting Act http://t.…,1395343890,1242,TEKJournalismUK
RT @LeagueJoe: Hey @David_Cameron #WhatTheFox is going on with the Hunting Act? @LeagueEngland http://t.co/A1beJD4JUz,1395343880,1242,TEKJournalismUK
"RT @GemimaClairmont: @Sophia_Isobell @Pwookey @David_Cameron traditions come to an end. Bear baiting, cocking fighting, mammoth hunting all…",1395343789,210,willaminne
"RT @bognorcalling: ""@kavvy_1: Major Swiss cities set to back 'cannabis clubs' - The Local http://t.co/j23x9NNYn2""
@David_Cameron @nick_cleg…",1395343788,628,kavvy_1
RT @BernardMcEldown: A message from call me Dave @David_Cameron http://t.co/JVXPk9DzTK,1395343739,23,nicholasriley7
RT @David_Cameron: I've been speaking to @BarackObama about the situation in Ukraine. We are united in condemnation of Russia's actions. ht…,1395343737,4788,alltimem4lik
RT @David_Cameron: Tough interview with @JKCorden who is guest editor of @TheSunNewspaper for @sportrelief - read all about it tomorrow. ht…,1395343710,18,AnnieandArchie
RT @leestevensmith: Fucking disgrace I'm having to fork out 4grand for a new boiler system when the dole dossers gets it free. Is this fair…,1395343657,213,baggiemac
RT @David_Cameron: Tough interview with @JKCorden who is guest editor of @TheSunNewspaper for @sportrelief - read all about it tomorrow. ht…,1395343544,270,RachelNiblock
"RT @TheVisFor: @David_Cameron come on, answer @KerryMP we're waiting to hear you try and justify murder...#WhatTheFox http://t.co/sW1N7lG54J",1395343404,172,longtallshazza
RT @David_Cameron: Tough interview with @JKCorden who is guest editor of @TheSunNewspaper for @sportrelief - read all about it tomorrow. ht…,1395343352,151,ryantwhelan
RT @abbie_frampton: @David_Cameron #WhatTheFox utterly disgusting. You should be ashamed if you let this happen. http://t.co/qoENAF8kuw,1395343350,531,eli_cha10
RT @AnnieTinson: My bus driver drove off even though I was one metre from the doors today I blame u @David_Cameron sort it out fam,1395343240,309,DomPear
RT @BernardMcEldown: A message from call me Dave @David_Cameron http://t.co/JVXPk9DzTK,1395343206,158,davidchscott
"RT @Sophia_Isobell: @David_Cameron Just because something is a tradition, doesn't mean it's right. #WhatTheFox? http://t.co/33K3mWhSyZ",1395343193,148,rubyxmoon
RT @David_Cameron: Tough interview with @JKCorden who is guest editor of @TheSunNewspaper for @sportrelief - read all about it tomorrow. ht…,1395343191,46,wilmawsm
"RT @gmjones73: @David_Cameron 
#torybingo 
55 bankers still thrive
23 food bank for tea
44 mock the poor
28 don’t tax your mates
64 bailiff…",1395343186,246,milton_damian
"RT @gmjones73: @David_Cameron 
#torybingo 
55 bankers still thrive
23 food bank for tea
44 mock the poor
28 don’t tax your mates
64 bailiff…",1395343110,150,chaoscate
RT @Kiwiadam14: Reading through the replies to tweets by @David_Cameron is reason enough to be on twitter,1395343003,204,VickiRosex
"RT @TheVisFor: @David_Cameron come on, answer @KerryMP we're waiting to hear you try and justify murder...#WhatTheFox http://t.co/sW1N7lG54J",1395343003,448,AlanLeeArtist
RT @rablivingstone: Dear @David_Cameron Have you considered blocking all the Russians from our online Bingo sites? That'll make them sit up…,1395342988,307,ancientnmodern
"RT @TheVisFor: @David_Cameron come on, answer @KerryMP we're waiting to hear you try and justify murder...#WhatTheFox http://t.co/sW1N7lG54J",1395342943,1099,EmpathyMarsh
"RT @Sophia_Isobell: @David_Cameron Just because something is a tradition, doesn't mean it's right. #WhatTheFox? http://t.co/33K3mWhSyZ",1395342867,1099,EmpathyMarsh
"RT @AnjumKiani: Dear @BarackObama &amp; @David_Cameron, India is also illegally occuping Kashmir for the last 66 years against UN resolutions. …",1395342851,266,NasirZuberi
RT @David_Cameron: Find out what #Budget2014 means for you and your family by answering a few simple questions at http://t.co/GsNmHX4nph ht…,1395342804,132,CllrJHockney
RT @MizzaaB: @David_Cameron #WHATTHEFOX http://t.co/Z3SEL2XCQK,1395342742,273,MattieTucker
RT @ruperttwat: @NHAparty tattoo it  on to Rupert Murdoch's arse and then @David_Cameron will see it regularly for as long as he is PM,1395342633,2566,dji45
"RT @AnjumKiani: Dear @BarackObama &amp; @David_Cameron, India is also illegally occuping Kashmir for the last 66 years against UN resolutions. …",1395342615,263,Tariqali2006
RT @BernardMcEldown: A message from call me Dave @David_Cameron http://t.co/JVXPk9DzTK,1395342563,66,GianluAndresani
"RT @AnjumKiani: Dear @BarackObama &amp; @David_Cameron, India is also illegally occuping Kashmir for the last 66 years against UN resolutions. …",1395342543,319,IT_Waiz_ard
RT @David_Cameron: Find out what #Budget2014 means for you and your family by answering a few simple questions at http://t.co/GsNmHX4nph ht…,1395342498,51,bilytunkara
"RT @Sophia_Isobell: @David_Cameron Just because something is a tradition, doesn't mean it's right. #WhatTheFox? http://t.co/33K3mWhSyZ",1395342469,592,TerriBethell
"RT @AnjumKiani: Dear @BarackObama &amp; @David_Cameron, India is also illegally occuping Kashmir for the last 66 years against UN resolutions. …",1395342455,74,hassanabiolah
"RT @demindblower: ""@Hugh_Amye: @David_Cameron Share The Facts
Conservative""BINGO""Party http://t.co/1AIhpZEifp""",1395342411,148,rubyxmoon
RT @lojinks: Hi @LauraSandysMP can the government help save Manston Airport? http://t.co/7MShocQMxk does @David_Cameron know about it? Such…,1395342394,170,ClareElmore25
RT @David_Cameron: Tough interview with @JKCorden who is guest editor of @TheSunNewspaper for @sportrelief - read all about it tomorrow. ht…,1395342322,40,ChaudharySamra
"RT @GrahamScobie: #WhatTheFox @David_Cameron? Tradition and the fact your mates in Oxford like it, does not make it ok to kill stuff. http:…",1395342274,1927,fluffyhoneybee
RT @MizzaaB: @David_Cameron #WHATTHEFOX http://t.co/Z3SEL2XCQK,1395342224,526,KealeyShae
RT @David_Cameron: Find out what #Budget2014 means for you and your family by answering a few simple questions at http://t.co/GsNmHX4nph ht…,1395342201,92,JessicaOli83
RT @MizzaaB: @David_Cameron #WHATTHEFOX http://t.co/Z3SEL2XCQK,1395342184,172,AnnemarieLack
"RT @AnjumKiani: Dear @BarackObama &amp; @David_Cameron, India is also illegally occuping Kashmir for the last 66 years against UN resolutions. …",1395342169,268,astranger0618
"RT @AnjumKiani: Dear @BarackObama &amp; @David_Cameron, India is also illegally occuping Kashmir for the last 66 years against UN resolutions. …",1395342140,5399,mobeenaslam
"RT @Sophia_Isobell: @David_Cameron Just because something is a tradition, doesn't mean it's right. #WhatTheFox? http://t.co/33K3mWhSyZ",1395342135,843,HarlowBadgers
"RT @Sophia_Isobell: @David_Cameron Just because something is a tradition, doesn't mean it's right. #WhatTheFox? http://t.co/33K3mWhSyZ",1395342128,159,SSBunyat
"RT @gmjones73: @David_Cameron 
#torybingo 
55 bankers still thrive
23 food bank for tea
44 mock the poor
28 don’t tax your mates
64 bailiff…",1395341999,8,livesforbooks
"RT @Sophia_Isobell: @David_Cameron Just because something is a tradition, doesn't mean it's right. #WhatTheFox? http://t.co/33K3mWhSyZ",1395341947,1587,BuffaloInABox
"RT @Hugh_Amye: @David_Cameron #ShareTheFacts
#ConservativeParty http://t.co/lipd4OiaqT",1395341933,1254,GaiaShadowHawk
RT @BernardMcEldown: A message from call me Dave @David_Cameron http://t.co/JVXPk9DzTK,1395341870,159,blowswild
RT @BaylorHistory: Baylor PhD student @p_emory reviews Matthew Bowman's new @OUPAcademic book on liberal evangelicalism in early 20c NYC ht…,1395346763,339,p_emory
RT @OUPAcademic: The discriminating tastes of bumblebees in English gardens http://t.co/GQaOTGrxXb  #bees,1395346269,12,Noval_AM
RT @OUPAcademic: The discriminating tastes of bumblebees in English gardens http://t.co/GQaOTGrxXb  #bees,1395344930,37,journeywords
RT @OUPAcademic: The discriminating tastes of bumblebees in English gardens http://t.co/GQaOTGrxXb  #bees,1395344470,514,majasuave
RT @OUPAcademic: The discriminating tastes of bumblebees in English gardens http://t.co/GQaOTGrxXb  #bees,1395344151,135,ecohistory
RT @OUPAcademic: The discriminating tastes of bumblebees in English gardens http://t.co/GQaOTGrxXb  #bees,1395344151,524,biliteracy
"RT @ariadnaoltra: English punctuation. Per aprendre, via @jmreniu.
“@AcademicsSay: The Oxford Comma. @OUPAcademic http://t.co/EanmputBj9”",1395342334,927,ValdesPau
RT @OUPAcademic: Is Paul Ryan Racist? Has he learned his lesson? http://t.co/DjiTTQmx5k by @IanHaneyLopez @DogWhistleRace @Politico,1395339496,345,touzebny
RT @MathJax: We're thrilled! Oxford University Press @OUPAcademic continues to support MathJax!  http://t.co/mDEbRjhJXR,1395339093,663,pkrautz
RT @PhiBetaKappa: WEBINAR: 3/24 Join #PBK &amp; Helen Small for “The Quest for #Humanities in Uncertain Times“ http://t.co/7ADhePBUlz @OxHumani…,1395337372,37743,OUPAcademic
RT @OUPAcademic Is Paul Ryan Racist? Has he learned his lesson? http://t.co/v65CAJA3kz  by @IanHaneyLopez @DogWhistleRace @Politico,1395336391,527,DogWhistleRace
RT @OUPAcademic: Is Paul Ryan Racist? Has he learned his lesson? http://t.co/DjiTTQmx5k by @IanHaneyLopez @DogWhistleRace @Politico,1395336334,527,DogWhistleRace
RT @OUPAcademic: Ovid the naturalist http://t.co/3D43WPW5In by Jane Alison @VABookFest #vabook  #Ovid,1395336286,2224,bondi_izzy
RT @OUPAcademic: Is Paul Ryan Racist? Has he learned his lesson? http://t.co/DjiTTQmx5k by @IanHaneyLopez @DogWhistleRace @Politico,1395334536,12,Noval_AM
RT @OUPAcademic: Is Paul Ryan Racist? Has he learned his lesson? http://t.co/DjiTTQmx5k by @IanHaneyLopez @DogWhistleRace @Politico,1395333856,51,jahorne
RT @Beezerbomb: @OUPAcademic @TheMickyDolenz1 @AlynShipton @monkeescon2014 Am currently reading alyn's book on Harry.  Wonderful &amp; Fascinat…,1395333563,16035,TheMickyDolenz1
RT @Frankwspencer: From art to autism: a Q&amp;A with Uta Frith http://t.co/cirdYrUKvF via @OUPAcademic,1395332438,3190,anaerevue
"RT @ariadnaoltra: English punctuation. Per aprendre, via @jmreniu.
“@AcademicsSay: The Oxford Comma. @OUPAcademic http://t.co/EanmputBj9”",1395332163,415,cesarlasanta
RT @Beezerbomb: @OUPAcademic @TheMickyDolenz1 @AlynShipton @monkeescon2014 Am currently reading alyn's book on Harry.  Wonderful &amp; Fascinat…,1395332013,3403,AlynShipton
"RT @ariadnaoltra: English punctuation. Per aprendre, via @jmreniu.
“@AcademicsSay: The Oxford Comma. @OUPAcademic http://t.co/EanmputBj9”",1395331664,1140,DeEditione
"RT @ariadnaoltra: English punctuation. Per aprendre, via @jmreniu.
“@AcademicsSay: The Oxford Comma. @OUPAcademic http://t.co/EanmputBj9”",1395329364,51,BielVichM
"RT @ariadnaoltra: English punctuation. Per aprendre, via @jmreniu.
“@AcademicsSay: The Oxford Comma. @OUPAcademic http://t.co/EanmputBj9”",1395329335,55,QMolera
"RT @ariadnaoltra: English punctuation. Per aprendre, via @jmreniu.
“@AcademicsSay: The Oxford Comma. @OUPAcademic http://t.co/EanmputBj9”",1395329028,496,gllmsvll
RT @AcademicsSay: The Oxford Comma. @OUPAcademic http://t.co/cJ8Ant6fop,1395328980,267,ralujap
"RT @ariadnaoltra: English punctuation. Per aprendre, via @jmreniu.
“@AcademicsSay: The Oxford Comma. @OUPAcademic http://t.co/EanmputBj9”",1395328896,121,J4rg0J
RT @OUPAcademic: It's  World Happiness Day! Let's contemplate what is happiness: http://t.co/myBdVbPXgk,1395327443,12,Noval_AM
RT @utafrith: Thnx for mention @OUPAcademic @SchoolBehaviour @artdublinblog:  From art to autism: a Q&amp;A - http://t.co/zVs0QpELjC #autism,1395327103,1637,talyarkoni
"RT @OUPAcademic: Britain, France, and their roads from empire http://t.co/2IP95gu9YG w/ @UniofExeter prof Martin Thomas #twitterstorians",1395326859,13,jodycrutchley
RT @OUPAcademic: It's  World Happiness Day! Let's contemplate what is happiness: http://t.co/myBdVbPXgk,1395326826,100,gwen_bradford
RT @OUPAcademic: It's  World Happiness Day! Let's contemplate what is happiness: http://t.co/myBdVbPXgk,1395326306,114,ElsKells
RT @OUPAcademic: It's  World Happiness Day! Let's contemplate what is happiness: http://t.co/myBdVbPXgk,1395325582,353,SurrealSun7
RT @OUPAcademic: It's  World Happiness Day! Let's contemplate what is happiness: http://t.co/myBdVbPXgk,1395325570,70,AndreaGardenzio
"RT @OUPAcademic: Beggars, buggers, and bigots, --- and goats? http://t.co/IN9XpnxwlJ #etymology",1395323349,553,academicpresses
RT @OUPAcademic: Ovid the naturalist http://t.co/3D43WPW5In by Jane Alison @VABookFest #vabook  #Ovid,1395321663,326,DONOHARMNYC
RT @OUPAcademic: From art to autism: a Q&amp;A with @utafrith - http://t.co/jbpBgb4owC #autism,1395320821,289,Brain1878
RT @OUPAcademic: Will caloric restriction help you live longer? http://t.co/3KLtiWMLNM by Dmytro Gospodaryov and Oleh Lushchak cc: @geronso…,1395320056,12,Noval_AM
RT @OUPAcademic: Will caloric restriction help you live longer? http://t.co/3KLtiWMLNM by Dmytro Gospodaryov and Oleh Lushchak cc: @geronso…,1395319722,1330,OxfordUNIQ
RT @OUPAcademic: Will caloric restriction help you live longer? http://t.co/3KLtiWMLNM by Dmytro Gospodaryov and Oleh Lushchak cc: @geronso…,1395319297,70,AndreaGardenzio
RT @OUPAcademic: Ovid the naturalist http://t.co/3D43WPW5In by Jane Alison @VABookFest #vabook  #Ovid,1395319104,128,Suppiluliuma1st
RT @Raquel_EFL: The Raquel_EFL Daily is out! http://t.co/5kzLSXx7yt Stories via @OUPAcademic @MartinShovel @cienparalela,1395318266,662,mscro1
RT @OUPAcademic: Bumblebees in English gardens http://t.co/GQaOTGrxXb by @PlymUni lecturer Michael Hanley cc: @OxfordJournals @annbot #bees,1395313213,228,julieringmtb
RT @OUPAcademic: ‘The Outrage Industry’ Examines Polarizing Political Commentary  http://t.co/zkEDKQyNPI via @WBUR #media #politics,1395309894,300,mpcsmith
RT @OUPAcademic: From art to autism: a Q&amp;A with @utafrith - http://t.co/jbpBgb4owC #autism,1395309610,117,rdavidmullins
RT @OUPAcademic: Bumblebees in English gardens http://t.co/GQaOTGrxXb by @PlymUni lecturer Michael Hanley cc: @OxfordJournals @annbot #bees,1395307474,1501,UCLLibraries
RT @artdublinblog: RT @OUPAcademic From art to autism: a Q&amp;A with @utafrith - http://t.co/Yuk2Yg3eL7  #autism,1395307057,65420,raymondphil2
RT @OUPAcademic From art to autism: a Q&amp;A with @utafrith - http://t.co/Yuk2Yg3eL7  #autism,1395306920,237,artdublinblog
RT @OUPAcademic: From art to autism: a Q&amp;A with @utafrith - http://t.co/jbpBgb4owC #autism,1395306414,12,Noval_AM
RT @OUPAcademic: World's 20 Most Stunning Libraries  http://t.co/xRF0l2Q6w2 via @fodorstravel h/t @ShelfAwareness,1395305773,336,GustavoASilva
RT @OUPAcademic: From art to autism: a Q&amp;A with @utafrith - http://t.co/jbpBgb4owC #autism,1395305587,822,AnnHealthCare
"RT @OUPAcademic: Ovid, the cusp of Spring, and rebirth and transformation http://t.co/3D43WPW5In by Jane Alison @VABookFest #vabook #Ovid",1395305376,336,GustavoASilva
RT @OUPAcademic: From art to autism: a Q&amp;A with @utafrith - http://t.co/jbpBgb4owC #autism,1395304769,628,QuibellPaul
"RT @OUPAcademic: Beggars, buggers, and bigots, --- and goats? http://t.co/IN9XpnxwlJ #etymology",1395304501,164,RuudHisgen
"RT @OUPAcademic: Beggars, buggers, and bigots, --- and goats? http://t.co/IN9XpnxwlJ #etymology",1395304150,359,rdgresident
RT @OUPAcademic: ‘The Outrage Industry’ Examines Polarizing Political Commentary  http://t.co/zkEDKQyNPI via @WBUR #media #politics,1395304010,359,rdgresident
